Channel,Longitude,Latitude,Depth (m)
1355,-0.15799,39.49,67.879
1356,-0.15779,39.49,67.879
1357,-0.1576,39.49,67.879
1358,-0.1574,39.49,67.904
1359,-0.15721,39.49,68.182
1360,-0.15701,39.49,68.182
1361,-0.15682,39.49,68.081
1362,-0.15662,39.49,68.081
1363,-0.15642,39.49,68.182
1364,-0.15623,39.49,68.182
1365,-0.15603,39.49,68.222
1366,-0.15584,39.49,68.475
1367,-0.15564,39.49,68.484
1368,-0.15545,39.49,68.484
1369,-0.15525,39.49,68.484
1370,-0.15506,39.49,68.484
1371,-0.15486,39.49,68.484
1372,-0.15466,39.49,68.484
1373,-0.15447,39.49,68.484
1374,-0.15427,39.49,68.736
1375,-0.15408,39.49,68.786
1376,-0.15388,39.49,68.786
1377,-0.15369,39.49,68.786
1378,-0.15349,39.49,68.837
1379,-0.1533,39.49,68.962
1380,-0.1531,39.49,69.088
1381,-0.15291,39.49,69.17
1382,-0.15271,39.49,69.22
1383,-0.15251,39.49,69.245
1384,-0.15232,39.49,69.245
1385,-0.15212,39.49,69.294
1386,-0.15193,39.49,69.382
1387,-0.15173,39.49,69.394
1388,-0.15154,39.49,69.394
1389,-0.15134,39.49,69.456
1390,-0.15115,39.49,69.469
1391,-0.15095,39.49,69.469
1392,-0.15076,39.49,69.469
1393,-0.15056,39.49,69.506
1394,-0.15037,39.49,69.544
1395,-0.15017,39.49,69.544
1396,-0.14998,39.49,69.581
1397,-0.14978,39.49,69.668
1398,-0.14958,39.49,69.693
1399,-0.14939,39.49,69.693
1400,-0.14919,39.489,69.693
1401,-0.149,39.489,69.706
1402,-0.1488,39.489,69.768
1403,-0.14861,39.489,69.806
1404,-0.14841,39.489,69.843
1405,-0.14822,39.489,69.843
1406,-0.14802,39.489,69.88
1407,-0.14783,39.489,69.968
1408,-0.14763,39.489,69.993
1409,-0.14743,39.489,70.055
1410,-0.14724,39.489,70.067
1411,-0.14704,39.489,70.067
1412,-0.14685,39.489,70.117
1413,-0.14665,39.489,70.142
1414,-0.14646,39.489,70.142
1415,-0.14626,39.489,70.192
1416,-0.14607,39.489,70.279
1417,-0.14587,39.489,70.292
1418,-0.14567,39.489,70.292
1419,-0.14548,39.489,70.292
1420,-0.14528,39.489,70.342
1421,-0.14509,39.489,70.367
1422,-0.14489,39.489,70.18
1423,-0.1447,39.489,70.417
1424,-0.1445,39.489,70.516
1425,-0.14431,39.489,70.554
1426,-0.14411,39.489,70.591
1427,-0.14391,39.489,70.629
1428,-0.14372,39.489,70.666
1429,-0.14352,39.489,70.703
1430,-0.14333,39.489,70.803
1431,-0.14313,39.489,70.816
1432,-0.14294,39.489,70.816
1433,-0.14274,39.489,70.865
1434,-0.14255,39.489,70.89
1435,-0.14235,39.489,70.89
1436,-0.14216,39.489,70.94
1437,-0.14196,39.489,70.965
1438,-0.14176,39.489,70.965
1439,-0.14157,39.489,71.003
1440,-0.14137,39.489,71.102
1441,-0.14118,39.489,71.115
1442,-0.14098,39.489,71.115
1443,-0.14079,39.489,71.165
1444,-0.14059,39.489,71.077
1445,-0.1404,39.489,71.077
1446,-0.1402,39.489,71.127
1447,-0.14001,39.489,71.19
1448,-0.13981,39.489,71.289
1449,-0.13962,39.489,71.364
1450,-0.13942,39.489,71.414
1451,-0.13922,39.489,71.476
1452,-0.13903,39.489,71.489
1453,-0.13883,39.489,71.489
1454,-0.13864,39.489,71.551
1455,-0.13844,39.489,71.564
1456,-0.13825,39.489,71.564
1457,-0.13805,39.489,71.564
1458,-0.13786,39.489,71.614
1459,-0.13766,39.489,71.701
1460,-0.13746,39.489,71.713
1461,-0.13727,39.489,71.713
1462,-0.13707,39.489,71.763
1463,-0.13688,39.489,71.788
1464,-0.13668,39.489,71.788
1465,-0.13649,39.489,71.788
1466,-0.13629,39.489,71.838
1467,-0.1361,39.489,71.863
1468,-0.1359,39.489,71.863
1469,-0.13571,39.489,71.9
1470,-0.13551,39.489,71.988
1471,-0.13531,39.489,72.013
1472,-0.13512,39.489,72.013
1473,-0.13493,39.489,72.062
1474,-0.13473,39.489,72.087
1475,-0.13453,39.489,72.087
1476,-0.13434,39.489,72.137
1477,-0.13414,39.489,72.162
1478,-0.13395,39.489,72.162
1479,-0.13375,39.489,72.2
1480,-0.13356,39.489,72.287
1481,-0.13336,39.489,72.312
1482,-0.13317,39.489,72.312
1483,-0.13297,39.489,72.362
1484,-0.13277,39.489,72.387
1485,-0.13258,39.489,72.387
1486,-0.13238,39.489,72.436
1487,-0.13219,39.489,72.461
1488,-0.13199,39.489,72.461
1489,-0.1318,39.489,72.461
1490,-0.1316,39.489,72.486
1491,-0.13141,39.489,72.586
1492,-0.13121,39.489,72.611
1493,-0.13101,39.489,72.611
1494,-0.13082,39.489,72.648
1495,-0.13062,39.489,72.686
1496,-0.13043,39.489,72.686
1497,-0.13023,39.489,72.723
1498,-0.13004,39.489,72.761
1499,-0.12984,39.489,72.761
1500,-0.12965,39.489,72.761
1501,-0.12945,39.489,72.773
1502,-0.12926,39.489,72.873
1503,-0.12906,39.489,72.91
1504,-0.12886,39.489,72.91
1505,-0.12867,39.489,72.935
1506,-0.12847,39.489,72.985
1507,-0.12828,39.489,72.985
1508,-0.12808,39.489,73.01
1509,-0.12789,39.489,73.06
1510,-0.12769,39.489,73.06
1511,-0.1275,39.489,73.06
1512,-0.1273,39.489,73.072
1513,-0.12711,39.489,73.135
1514,-0.12691,39.489,73.209
1515,-0.12671,39.489,73.209
1516,-0.12652,39.489,73.222
1517,-0.12632,39.489,73.284
1518,-0.12613,39.489,73.284
1519,-0.12593,39.489,73.297
1520,-0.12574,39.489,73.359
1521,-0.12554,39.489,73.359
1522,-0.12535,39.489,73.372
1523,-0.12515,39.489,73.459
1524,-0.12496,39.489,73.509
1525,-0.12476,39.489,73.509
1526,-0.12456,39.489,73.521
1527,-0.12437,39.489,73.584
1528,-0.12417,39.489,73.608
1529,-0.12398,39.489,73.658
1530,-0.12378,39.489,73.658
1531,-0.12359,39.489,73.671
1532,-0.12339,39.489,73.771
1533,-0.1232,39.489,73.808
1534,-0.123,39.489,73.808
1535,-0.12281,39.489,73.808
1536,-0.12261,39.489,73.82
1537,-0.12242,39.489,73.883
1538,-0.12222,39.489,73.883
1539,-0.12203,39.489,73.895
1540,-0.12183,39.489,73.958
1541,-0.12163,39.489,73.958
1542,-0.12144,39.489,73.97
1543,-0.12124,39.489,74.057
1544,-0.12105,39.489,74.107
1545,-0.12085,39.489,74.132
1546,-0.12066,39.489,74.182
1547,-0.12046,39.489,74.182
1548,-0.12027,39.489,74.182
1549,-0.12007,39.489,74.195
1550,-0.11988,39.489,74.257
1551,-0.11968,39.489,74.257
1552,-0.11949,39.488,74.257
1553,-0.11929,39.488,74.257
1554,-0.1191,39.488,74.344
1555,-0.1189,39.488,74.406
1556,-0.11871,39.488,74.406
1557,-0.11851,39.488,74.419
1558,-0.11832,39.488,74.481
1559,-0.11812,39.488,74.481
1560,-0.11793,39.488,74.481
1561,-0.11773,39.488,74.481
1562,-0.11753,39.488,74.556
1563,-0.11734,39.488,74.556
1564,-0.11714,39.488,74.556
1565,-0.11695,39.488,74.618
1566,-0.11675,39.488,74.631
1567,-0.11656,39.488,74.693
1568,-0.11636,39.488,74.706
1569,-0.11617,39.488,74.781
1570,-0.11597,39.488,74.781
1571,-0.11578,39.488,74.781
1572,-0.11558,39.488,74.855
1573,-0.11539,39.488,74.855
1574,-0.11519,39.488,74.855
1575,-0.115,39.488,74.855
1576,-0.1148,39.488,74.905
1577,-0.11461,39.488,75.005
1578,-0.11441,39.488,75.005
1579,-0.11421,39.488,75.005
1580,-0.11402,39.488,75.005
1581,-0.11382,39.488,75.005
1582,-0.11363,39.488,75.055
1583,-0.11343,39.488,75.08
1584,-0.11324,39.488,75.08
1585,-0.11304,39.488,75.08
1586,-0.11285,39.488,75.117
1587,-0.11265,39.488,75.155
1588,-0.11246,39.488,75.155
1589,-0.11226,39.488,75.18
1590,-0.11207,39.488,75.279
1591,-0.11187,39.488,75.304
1592,-0.11168,39.488,75.304
1593,-0.11148,39.488,75.342
1594,-0.11129,39.488,75.379
1595,-0.11109,39.488,75.379
1596,-0.11089,39.488,75.416
1597,-0.1107,39.488,75.454
1598,-0.1105,39.488,75.454
1599,-0.11031,39.488,75.454
1600,-0.11011,39.488,75.479
1601,-0.10992,39.488,75.566
1602,-0.10972,39.488,75.603
1603,-0.10953,39.488,75.603
1604,-0.10933,39.488,75.603
1605,-0.10914,39.488,75.603
1606,-0.10894,39.488,75.616
1607,-0.10875,39.488,75.678
1608,-0.10855,39.488,75.678
1609,-0.10836,39.488,75.691
1610,-0.10816,39.488,75.753
1611,-0.10797,39.488,75.753
1612,-0.10777,39.488,75.753
1613,-0.10758,39.488,75.84
1614,-0.10738,39.488,75.903
1615,-0.10718,39.488,75.903
1616,-0.10699,39.488,75.915
1617,-0.10679,39.488,75.977
1618,-0.1066,39.488,75.977
1619,-0.1064,39.488,75.977
1620,-0.10621,39.488,75.977
1621,-0.10601,39.488,75.977
1622,-0.10582,39.488,75.977
1623,-0.10562,39.488,76.04
1624,-0.10543,39.488,76.052
1625,-0.10523,39.488,76.052
1626,-0.10504,39.488,76.052
1627,-0.10484,39.488,76.102
1628,-0.10465,39.488,76.189
1629,-0.10445,39.488,76.202
1630,-0.10425,39.488,76.202
1631,-0.10406,39.488,76.252
1632,-0.10386,39.488,76.277
1633,-0.10367,39.488,76.277
1634,-0.10347,39.488,76.277
1635,-0.10328,39.488,76.314
1636,-0.10308,39.488,76.314
1637,-0.10289,39.488,76.09
1638,-0.10269,39.488,76.289
1639,-0.1025,39.488,76.439
1640,-0.1023,39.488,76.501
1641,-0.10211,39.488,76.501
1642,-0.10191,39.488,76.501
1643,-0.10172,39.488,76.501
1644,-0.10152,39.488,76.576
1645,-0.10133,39.488,76.576
1646,-0.10113,39.488,76.576
1647,-0.10094,39.488,76.576
1648,-0.10074,39.488,76.576
1649,-0.10055,39.488,76.638
1650,-0.10035,39.488,76.651
1651,-0.10015,39.488,76.651
1652,-0.099959,39.488,76.651
1653,-0.099763,39.488,76.688
1654,-0.099568,39.488,76.788
1655,-0.099373,39.488,76.8
1656,-0.099178,39.488,76.8
1657,-0.098982,39.488,76.8
1658,-0.098787,39.488,76.838
1659,-0.098592,39.488,76.875
1660,-0.098397,39.488,76.875
1661,-0.098202,39.488,76.913
1662,-0.098006,39.487,76.95
1663,-0.097811,39.487,76.95
1664,-0.097616,39.487,76.95
1665,-0.097421,39.487,76.975
1666,-0.097225,39.487,77.062
1667,-0.09703,39.487,77.1
1668,-0.096835,39.487,77.1
1669,-0.096639,39.487,77.137
1670,-0.096444,39.487,77.174
1671,-0.096248,39.487,77.174
1672,-0.096053,39.487,77.174
1673,-0.095858,39.487,77.174
1674,-0.095663,39.487,77.174
1675,-0.095468,39.487,77.174
1676,-0.095272,39.487,77.249
1677,-0.095077,39.487,77.249
1678,-0.094882,39.487,77.249
1679,-0.094686,39.487,77.249
1680,-0.094491,39.487,77.324
1681,-0.094295,39.487,77.399
1682,-0.0941,39.487,77.399
1683,-0.093906,39.487,77.399
1684,-0.09371,39.487,77.399
1685,-0.093515,39.487,77.461
1686,-0.09332,39.487,77.474
1687,-0.093125,39.487,77.474
1688,-0.09293,39.487,77.474
1689,-0.092735,39.487,77.474
1690,-0.09254,39.487,77.474
1691,-0.092344,39.487,77.511
1692,-0.09215,39.487,77.549
1693,-0.091955,39.487,77.549
1694,-0.091759,39.487,77.549
1695,-0.091564,39.487,77.573
1696,-0.091368,39.487,77.661
1697,-0.091173,39.487,77.698
1698,-0.090978,39.487,77.698
1699,-0.090782,39.487,77.698
1700,-0.090587,39.487,77.723
1701,-0.090392,39.487,77.773
1702,-0.090197,39.487,77.773
1703,-0.090001,39.487,77.773
1704,-0.089806,39.487,77.785
1705,-0.089611,39.487,77.848
1706,-0.089416,39.487,77.848
1707,-0.08922,39.487,77.848
1708,-0.089025,39.487,77.848
1709,-0.08883,39.487,77.935
1710,-0.088635,39.487,77.997
1711,-0.08844,39.487,77.997
1712,-0.088245,39.487,77.997
1713,-0.088049,39.487,77.997
1714,-0.087854,39.487,77.997
1715,-0.087659,39.487,78.06
1716,-0.087463,39.487,78.072
1717,-0.087268,39.487,78.072
1718,-0.087073,39.487,78.072
1719,-0.086877,39.487,78.122
1720,-0.086682,39.487,78.147
1721,-0.086487,39.487,78.147
1722,-0.086292,39.487,78.147
1723,-0.086096,39.487,78.184
1724,-0.085901,39.487,78.272
1725,-0.085706,39.487,78.297
1726,-0.08551,39.487,78.297
1727,-0.085315,39.487,78.297
1728,-0.08512,39.487,78.334
1729,-0.084925,39.487,78.371
1730,-0.084729,39.487,78.371
1731,-0.084534,39.487,78.409
1732,-0.084339,39.487,78.446
1733,-0.084144,39.487,78.446
1734,-0.083948,39.487,78.446
1735,-0.083753,39.487,78.471
1736,-0.083558,39.487,78.546
1737,-0.083363,39.487,78.459
1738,-0.083167,39.487,78.446
1739,-0.082972,39.487,78.446
1740,-0.082777,39.487,78.509
1741,-0.082582,39.487,78.596
1742,-0.082387,39.487,78.596
1743,-0.082191,39.487,78.596
1744,-0.081996,39.487,78.608
1745,-0.081801,39.487,78.671
1746,-0.081606,39.487,78.671
1747,-0.08141,39.487,78.671
1748,-0.081215,39.487,78.671
1749,-0.08102,39.487,78.733
1750,-0.080825,39.487,78.745
1751,-0.080629,39.487,78.745
1752,-0.080434,39.487,78.745
1753,-0.080238,39.487,78.745
1754,-0.080043,39.487,78.808
1755,-0.079848,39.487,78.82
1756,-0.079652,39.487,78.82
1757,-0.079457,39.487,78.82
1758,-0.079262,39.487,78.82
1759,-0.079066,39.487,78.82
1760,-0.078871,39.487,78.82
1761,-0.078676,39.487,78.87
1762,-0.078481,39.487,78.933
1763,-0.078286,39.487,79.032
1764,-0.078091,39.487,79.045
1765,-0.077896,39.487,79.12
1766,-0.077702,39.486,79.182
1767,-0.077508,39.486,79.269
1768,-0.077312,39.486,79.269
1769,-0.077117,39.486,79.319
1770,-0.076921,39.486,79.344
1771,-0.076726,39.486,79.344
1772,-0.07653,39.486,79.344
1773,-0.076335,39.486,79.381
1774,-0.076139,39.486,79.469
1775,-0.075944,39.486,79.494
1776,-0.07575,39.486,79.494
1777,-0.075555,39.486,79.494
1778,-0.075362,39.486,79.531
1779,-0.075167,39.486,79.568
1780,-0.074973,39.486,79.568
1781,-0.074785,39.486,79.568
1782,-0.07459,39.486,79.593
1783,-0.074396,39.486,79.643
1784,-0.0742,39.486,79.643
1785,-0.074007,39.486,79.643
1786,-0.073816,39.486,79.656
1787,-0.07362,39.486,79.718
1788,-0.073427,39.486,79.718
1789,-0.073232,39.486,79.718
1790,-0.073036,39.486,79.718
1791,-0.072841,39.486,79.668
1792,-0.072645,39.486,79.755
1793,-0.07245,39.486,79.793
1794,-0.072256,39.486,79.83
1795,-0.072061,39.486,79.868
1796,-0.071865,39.486,79.868
1797,-0.07167,39.486,79.88
1798,-0.071475,39.486,79.992
1799,-0.07128,39.486,80.017
1800,-0.071086,39.486,80.017
1801,-0.070891,39.486,80.017
1802,-0.070695,39.486,80.03
1803,-0.0705,39.486,80.092
1804,-0.070305,39.486,80.092
1805,-0.07011,39.486,80.117
1806,-0.069916,39.486,80.167
1807,-0.069721,39.486,80.167
1808,-0.069526,39.486,80.167
1809,-0.06933,39.486,80.167
1810,-0.069135,39.486,80.267
1811,-0.06894,39.486,80.317
1812,-0.068745,39.486,80.317
1813,-0.068549,39.486,80.317
1814,-0.068354,39.486,80.391
1815,-0.068158,39.486,80.391
1816,-0.067964,39.486,80.416
1817,-0.067768,39.486,80.466
1818,-0.067573,39.486,80.466
1819,-0.067378,39.486,80.466
1820,-0.067183,39.486,80.466
1821,-0.066988,39.486,80.466
1822,-0.066793,39.486,80.528
1823,-0.066598,39.486,80.616
1824,-0.066403,39.486,80.616
1825,-0.066207,39.486,80.616
1826,-0.066012,39.486,80.616
1827,-0.065817,39.486,80.666
1828,-0.065622,39.486,80.691
1829,-0.065426,39.486,80.691
1830,-0.065231,39.486,80.691
1831,-0.065036,39.486,80.753
1832,-0.06484,39.486,80.765
1833,-0.064645,39.486,80.765
1834,-0.06445,39.486,80.765
1835,-0.064255,39.486,80.716
1836,-0.06406,39.486,80.691
1837,-0.063864,39.486,80.691
1838,-0.063668,39.486,80.691
1839,-0.063473,39.486,80.691
1840,-0.063278,39.486,80.765
1841,-0.063082,39.486,80.853
1842,-0.062887,39.486,80.927
1843,-0.062692,39.486,81.04
1844,-0.062496,39.486,81.027
1845,-0.062301,39.486,80.94
1846,-0.062105,39.486,80.915
1847,-0.06191,39.486,81.102
1848,-0.061715,39.486,81.214
1849,-0.061519,39.486,81.227
1850,-0.061325,39.486,81.289
1851,-0.061129,39.486,81.289
1852,-0.060935,39.486,81.314
1853,-0.060739,39.486,81.364
1854,-0.060544,39.486,81.364
1855,-0.060349,39.486,81.364
1856,-0.060153,39.486,81.476
1857,-0.059958,39.486,81.513
1858,-0.059762,39.486,81.513
1859,-0.059568,39.486,81.513
1860,-0.059373,39.486,81.513
1861,-0.059178,39.486,81.513
1862,-0.058982,39.486,81.576
1863,-0.058787,39.486,81.588
1864,-0.058591,39.486,81.588
1865,-0.058396,39.486,81.588
1866,-0.0582,39.486,81.663
1867,-0.058005,39.486,81.663
1868,-0.05781,39.486,81.663
1869,-0.057615,39.486,81.663
1870,-0.05742,39.486,81.701
1871,-0.057225,39.486,81.813
1872,-0.057029,39.486,81.813
1873,-0.056834,39.486,81.813
1874,-0.056639,39.486,81.813
1875,-0.056443,39.486,81.85
1876,-0.056248,39.486,81.888
1877,-0.056053,39.486,81.888
1878,-0.055857,39.486,81.888
1879,-0.055662,39.486,81.888
1880,-0.055467,39.486,81.888
1881,-0.055271,39.486,81.925
1882,-0.055076,39.486,81.987
1883,-0.054881,39.486,82.1
1884,-0.054686,39.485,82.112
1885,-0.054491,39.485,82.149
1886,-0.054296,39.485,82.187
1887,-0.054101,39.485,82.187
1888,-0.053905,39.485,82.249
1889,-0.05371,39.485,82.262
1890,-0.053515,39.485,82.262
1891,-0.05332,39.485,82.262
1892,-0.053125,39.485,82.287
1893,-0.052929,39.485,82.399
1894,-0.052734,39.485,82.411
1895,-0.052539,39.485,82.411
1896,-0.052343,39.485,82.449
1897,-0.052148,39.485,82.486
1898,-0.051953,39.485,82.486
1899,-0.051757,39.485,82.486
1900,-0.051562,39.485,82.486
1901,-0.051367,39.485,82.486
1902,-0.051171,39.485,82.486
1903,-0.050976,39.485,82.486
1904,-0.050781,39.485,82.486
1905,-0.050585,39.485,82.424
1906,-0.05039,39.485,82.411
1907,-0.050195,39.485,82.411
1908,-0.05,39.485,82.411
1909,-0.049804,39.485,82.424
1910,-0.049609,39.485,82.486
1911,-0.049414,39.485,82.511
1912,-0.049218,39.485,82.586
1913,-0.049023,39.485,82.76
1914,-0.048828,39.485,82.873
1915,-0.048633,39.485,82.972
1916,-0.048437,39.485,83.01
1917,-0.048242,39.485,83.035
1918,-0.048046,39.485,83.134
1919,-0.047851,39.485,83.159
1920,-0.047656,39.485,83.197
1921,-0.047461,39.485,83.309
1922,-0.047265,39.485,83.309
1923,-0.04707,39.485,83.309
1924,-0.046875,39.485,83.359
1925,-0.04668,39.485,83.384
1926,-0.046484,39.485,83.459
1927,-0.046289,39.485,83.459
1928,-0.046094,39.485,83.521
1929,-0.045899,39.485,83.608
1930,-0.045703,39.485,83.608
1931,-0.045508,39.485,83.683
1932,-0.045313,39.485,83.683
1933,-0.045118,39.485,83.695
1934,-0.044923,39.485,83.758
1935,-0.044728,39.485,83.758
1936,-0.044532,39.485,83.858
1937,-0.044337,39.485,83.907
1938,-0.044141,39.485,83.92
1939,-0.043946,39.485,84.032
1940,-0.043751,39.485,84.107
1941,-0.043555,39.485,84.281
1942,-0.04336,39.485,84.469
1943,-0.043165,39.485,84.718
1944,-0.04297,39.485,84.98
1945,-0.042774,39.485,86.389
1946,-0.042579,39.485,86.439
1947,-0.042383,39.485,86.463
1948,-0.042188,39.485,86.526
1949,-0.041993,39.485,86.526
1950,-0.041798,39.485,86.526
1951,-0.041602,39.485,86.526
1952,-0.041407,39.485,86.526
1953,-0.041212,39.485,86.526
1954,-0.041017,39.485,86.463
1955,-0.040822,39.485,86.451
1956,-0.040627,39.485,86.451
1957,-0.040431,39.485,86.389
1958,-0.040236,39.485,86.376
1959,-0.040041,39.485,86.376
1960,-0.039846,39.485,86.376
1961,-0.039651,39.485,86.376
1962,-0.039455,39.485,86.376
1963,-0.03926,39.485,86.376
1964,-0.039066,39.485,86.376
1965,-0.038871,39.485,86.376
1966,-0.038675,39.485,86.376
1967,-0.03848,39.485,86.376
1968,-0.038285,39.485,86.376
1969,-0.03809,39.485,86.376
1970,-0.037895,39.485,86.401
1971,-0.037699,39.485,86.451
1972,-0.037504,39.485,86.451
1973,-0.037308,39.485,86.451
1974,-0.037113,39.485,86.463
1975,-0.036917,39.485,86.526
1976,-0.036722,39.485,86.526
1977,-0.036527,39.485,86.526
1978,-0.036331,39.485,86.626
1979,-0.036136,39.485,86.675
1980,-0.035941,39.485,86.675
1981,-0.035746,39.485,86.688
1982,-0.03555,39.485,86.75
1983,-0.035355,39.485,86.75
1984,-0.035159,39.485,86.763
1985,-0.034964,39.485,86.825
1986,-0.034768,39.485,86.838
1987,-0.034572,39.485,86.925
1988,-0.034377,39.485,86.975
1989,-0.034182,39.485,86.975
1990,-0.033986,39.485,87
1991,-0.033791,39.485,87.049
1992,-0.033595,39.485,87.049
1993,-0.0334,39.485,87.074
1994,-0.033204,39.485,87.124
1995,-0.033009,39.485,87.124
1996,-0.032814,39.485,87.137
1997,-0.032618,39.485,87.224
1998,-0.032423,39.484,87.274
1999,-0.032228,39.484,87.299
2000,-0.032033,39.484,87.349
2001,-0.031837,39.484,87.386
2002,-0.031641,39.484,87.424
2003,-0.031446,39.484,87.461
2004,-0.031251,39.484,87.548
2005,-0.031056,39.484,87.573
2006,-0.030861,39.484,87.623
2007,-0.030665,39.484,87.648
2008,-0.03047,39.484,87.71
2009,-0.030275,39.484,87.723
2010,-0.030079,39.484,87.785
2011,-0.029884,39.484,87.872
2012,-0.029689,39.484,87.872
2013,-0.029493,39.484,87.947
2014,-0.029298,39.484,87.947
2015,-0.029102,39.484,87.947
2016,-0.028907,39.484,88.022
2017,-0.028712,39.484,88.022
2018,-0.028517,39.484,88.022
2019,-0.028321,39.484,88.022
2020,-0.028126,39.484,88.084
2021,-0.02793,39.484,88.172
2022,-0.027735,39.484,88.172
2023,-0.02754,39.484,88.172
2024,-0.027345,39.484,88.234
2025,-0.027149,39.484,88.246
2026,-0.026954,39.484,88.321
2027,-0.02676,39.484,88.321
2028,-0.026564,39.484,88.321
2029,-0.026369,39.484,88.409
2030,-0.026174,39.484,88.471
2031,-0.025979,39.484,88.483
2032,-0.025784,39.484,88.546
2033,-0.025588,39.484,88.558
2034,-0.025393,39.484,88.621
2035,-0.025198,39.484,88.621
2036,-0.025003,39.484,88.633
2037,-0.024807,39.484,88.72
2038,-0.024612,39.484,88.77
2039,-0.024416,39.484,88.795
2040,-0.024221,39.484,88.845
2041,-0.024026,39.484,88.845
2042,-0.023831,39.484,88.87
2043,-0.023636,39.484,88.92
2044,-0.023441,39.484,88.92
2045,-0.023246,39.484,88.92
2046,-0.02305,39.484,88.92
2047,-0.022855,39.484,88.92
2048,-0.02266,39.484,89.007
2049,-0.022465,39.484,89.069
2050,-0.022269,39.484,89.069
2051,-0.022074,39.484,89.069
2052,-0.021879,39.484,89.069
2053,-0.021683,39.484,89.144
2054,-0.021488,39.484,89.157
2055,-0.021293,39.484,89.231
2056,-0.021097,39.484,89.294
2057,-0.020902,39.484,89.281
2058,-0.020707,39.484,89.369
2059,-0.020511,39.484,89.369
2060,-0.020316,39.484,89.394
2061,-0.020121,39.484,89.443
2062,-0.019926,39.484,89.443
2063,-0.019731,39.484,89.456
2064,-0.019536,39.484,89.543
2065,-0.019341,39.484,89.593
2066,-0.019145,39.484,89.593
2067,-0.01895,39.484,89.618
2068,-0.018756,39.484,89.668
2069,-0.018561,39.484,89.693
2070,-0.018365,39.484,89.743
2071,-0.01817,39.484,89.78
2072,-0.017975,39.484,89.855
2073,-0.017779,39.484,89.892
2074,-0.017584,39.484,89.892
2075,-0.017389,39.484,89.93
2076,-0.017194,39.484,89.967
2077,-0.016999,39.484,89.967
2078,-0.016803,39.484,90.004
2079,-0.016608,39.484,90.042
2080,-0.016413,39.484,90.042
2081,-0.016217,39.484,90.042
2082,-0.016022,39.484,90.067
2083,-0.015826,39.484,90.154
2084,-0.015632,39.484,90.192
2085,-0.015436,39.484,90.192
2086,-0.015241,39.484,90.192
2087,-0.015046,39.484,90.216
2088,-0.014851,39.484,90.266
2089,-0.014656,39.484,90.266
2090,-0.014461,39.484,90.266
2091,-0.014265,39.484,90.279
2092,-0.01407,39.484,90.341
2093,-0.013874,39.484,90.341
2094,-0.013679,39.484,90.341
2095,-0.013484,39.484,90.341
2096,-0.013288,39.484,90.341
2097,-0.013094,39.484,90.403
2098,-0.012899,39.484,90.491
2099,-0.012703,39.484,90.491
2100,-0.012508,39.484,90.491
2101,-0.012313,39.484,90.491
2102,-0.012118,39.484,90.491
2103,-0.011922,39.484,90.491
2104,-0.011727,39.484,90.491
2105,-0.011531,39.484,90.491
2106,-0.011336,39.484,90.491
2107,-0.011141,39.484,90.491
2108,-0.010946,39.483,90.503
2109,-0.010751,39.483,90.566
2110,-0.010555,39.483,90.578
2111,-0.01036,39.483,90.64
2112,-0.010165,39.483,90.64
2113,-0.0099693,39.483,90.653
2114,-0.0097748,39.483,90.74
2115,-0.0095798,39.483,90.79
2116,-0.0093849,39.483,90.827
2117,-0.0091898,39.483,90.865
2118,-0.0089944,39.483,90.902
2119,-0.0087994,39.483,90.94
2120,-0.0086047,39.483,90.94
2121,-0.0084093,39.483,90.94
2122,-0.008214,39.483,90.965
2123,-0.0080188,39.483,91.052
2124,-0.0078237,39.483,91.089
2125,-0.0076282,39.483,91.127
2126,-0.0074326,39.483,91.164
2127,-0.0072374,39.483,91.164
2128,-0.0070426,39.483,91.201
2129,-0.006847,39.483,91.239
2130,-0.0066515,39.483,91.276
2131,-0.0064567,39.483,91.364
2132,-0.006262,39.483,91.388
2133,-0.0060675,39.483,91.438
2134,-0.0058721,39.483,91.463
2135,-0.0056769,39.483,91.463
2136,-0.0054818,39.483,91.513
2137,-0.0052874,39.483,91.538
2138,-0.0050918,39.483,91.538
2139,-0.0048964,39.483,91.588
2140,-0.0047008,39.483,91.663
2141,-0.0045067,39.483,91.688
2142,-0.0043114,39.483,91.688
2143,-0.004118,39.483,91.738
2144,-0.0039233,39.483,91.825
2145,-0.0037278,39.483,91.925
2146,-0.0035324,39.483,92.012
2147,-0.0033377,39.483,92.099
2148,-0.0031436,39.483,92.186
2149,-0.002948,39.483,92.274
2150,-0.0027546,39.483,92.361
2151,-0.0025603,39.483,92.361
2152,-0.0023701,39.483,92.461
2153,-0.0021773,39.483,92.536
2154,-0.0019879,39.483,92.635
2155,-0.0017954,39.483,92.66
2156,-0.0016017,39.483,92.71
2157,-0.0014191,39.483,92.735
2158,-0.0012254,39.483,92.735
2159,-0.0010322,39.483,92.785
2160,-0.00084075,39.483,92.86
2161,-0.00065514,39.483,92.885
2162,-0.00046663,39.483,92.947
2163,-0.00027517,39.483,92.86
2164,-8.58E-05,39.483,92.935
2165,0.00010198,39.483,93.034
2166,0.00029071,39.483,93.034
2167,0.00047884,39.482,93.034
2168,0.00066697,39.482,93.034
2169,0.00085511,39.482,93.034
2170,0.0010432,39.482,93.034
2171,0.0012314,39.482,93.047
2172,0.0014194,39.482,93.122
2173,0.0016084,39.482,93.184
