Channel,Longitude,Latitude,Depth (m)
2174,0.0017945,39.482,93.184
2175,0.0019827,39.482,93.196
2176,0.0021707,39.482,93.259
2177,0.0023583,39.482,93.259
2178,0.0025445,39.482,93.271
2179,0.0027328,39.482,93.334
2180,0.0029208,39.482,93.346
2181,0.0031072,39.482,93.433
2182,0.0032953,39.482,93.483
2183,0.0034841,39.482,93.521
2184,0.0036714,39.482,93.595
2185,0.0038595,39.482,93.695
2186,0.0040456,39.482,93.77
2187,0.0042317,39.482,93.782
2188,0.0044196,39.482,93.857
2189,0.004609,39.482,93.857
2190,0.004796,39.482,93.932
2191,0.0049842,39.481,93.945
2192,0.0051721,39.481,94.019
2193,0.0053598,39.481,94.082
2194,0.0055483,39.481,94.107
2195,0.0057366,39.481,94.194
2196,0.0059243,39.481,94.281
2197,0.006112,39.481,94.368
2198,0.0063012,39.481,94.468
2199,0.0064885,39.481,94.555
2200,0.0066772,39.481,94.643
2201,0.0068656,39.481,94.68
2202,0.0070526,39.481,94.68
2203,0.0072401,39.481,94.68
2204,0.0074264,39.481,94.68
2205,0.0076129,39.481,94.68
2206,0.0077997,39.481,94.68
2207,0.0079861,39.481,94.755
2208,0.0081733,39.481,94.755
2209,0.0083606,39.481,94.855
2210,0.0085492,39.481,94.942
2211,0.0087363,39.481,94.979
2212,0.0089216,39.481,95.017
2213,0.0091106,39.481,95.054
2214,0.0092984,39.48,95.054
2215,0.0094862,39.48,95.092
2216,0.0096736,39.48,95.129
2217,0.0098634,39.48,95.166
2218,0.010051,39.48,95.254
2219,0.010237,39.48,95.341
2220,0.010423,39.48,95.353
2221,0.01061,39.48,95.416
2222,0.010797,39.48,95.428
2223,0.010985,39.48,95.428
2224,0.011171,39.48,95.428
2225,0.011358,39.48,95.428
2226,0.011545,39.48,95.428
2227,0.011733,39.48,95.428
2228,0.011919,39.48,95.453
2229,0.012107,39.48,95.54
2230,0.012295,39.48,95.578
2231,0.012483,39.48,95.628
2232,0.012669,39.48,95.703
2233,0.012857,39.48,95.728
2234,0.013044,39.48,95.79
2235,0.013231,39.48,95.877
2236,0.013421,39.48,95.877
2237,0.01361,39.479,95.952
2238,0.013796,39.479,95.952
2239,0.013985,39.479,96.027
2240,0.014172,39.479,96.039
2241,0.014359,39.479,96.127
2242,0.014546,39.479,96.214
2243,0.014734,39.479,96.301
2244,0.014922,39.479,96.326
2245,0.015109,39.479,96.376
2246,0.015298,39.479,96.463
2247,0.015486,39.479,96.476
2248,0.015673,39.479,96.55
2249,0.015861,39.479,96.55
2250,0.016049,39.479,96.638
2251,0.016237,39.479,96.725
2252,0.016425,39.479,96.775
2253,0.016615,39.479,96.8
2254,0.016804,39.479,96.85
2255,0.016994,39.479,96.875
2256,0.017181,39.479,96.974
2257,0.017369,39.479,97.049
2258,0.017558,39.479,97.074
2259,0.017746,39.479,97.136
2260,0.017935,39.479,97.4
2261,0.018122,39.478,97.379
2262,0.01831,39.478,97.265
2263,0.018499,39.478,97.69
2264,0.018688,39.478,97.72
2265,0.018876,39.478,97.493
2266,0.019064,39.478,97.063
2267,0.019253,39.478,97.189
2268,0.019441,39.478,97.569
2269,0.019629,39.478,97.569
2270,0.019817,39.478,97.594
2271,0.020005,39.478,97.847
2272,0.020193,39.478,97.872
2273,0.020381,39.478,97.872
2274,0.020569,39.478,98.074
2275,0.020758,39.478,98.176
2276,0.020945,39.478,98.201
2277,0.021134,39.478,98.58
2278,0.021322,39.478,99.048
2279,0.021508,39.478,99.314
2280,0.021696,39.478,99.086
2281,0.021882,39.478,99.511
2282,0.02207,39.478,99.569
2283,0.022258,39.478,99.086
2284,0.022445,39.478,99.086
2285,0.022634,39.477,99.263
2286,0.022822,39.477,99.39
2287,0.023011,39.477,99.465
2288,0.023201,39.477,99.567
2289,0.023389,39.477,99.693
2290,0.023577,39.477,99.718
2291,0.023764,39.477,99.895
2292,0.02395,39.477,99.997
2293,0.024137,39.477,100.05
2294,0.024325,39.477,100.15
2295,0.024512,39.477,100.25
2296,0.024701,39.477,100.4
2297,0.024888,39.477,100.45
2298,0.025077,39.477,100.53
2299,0.025265,39.477,100.65
2300,0.025452,39.477,100.76
2301,0.02564,39.477,100.88
2302,0.025828,39.477,100.91
2303,0.026015,39.477,101.08
2304,0.026202,39.477,101.74
2305,0.026391,39.477,101.67
2306,0.026578,39.477,102.04
2307,0.026765,39.477,101.93
2308,0.026951,39.477,102.08
2309,0.027137,39.476,102.33
2310,0.027324,39.476,102.23
2311,0.027512,39.476,102.12
2312,0.027701,39.476,102.63
2313,0.02789,39.476,102.42
2314,0.028077,39.476,102.91
2315,0.028264,39.476,102.84
2316,0.02845,39.476,102.73
2317,0.028638,39.476,103.26
2318,0.028825,39.476,103.1
2319,0.029012,39.476,103.03
2320,0.0292,39.476,103.45
2321,0.029387,39.476,103.33
2322,0.029575,39.476,103.33
2323,0.02976,39.476,103.76
2324,0.029947,39.476,103.7
2325,0.030134,39.476,103.64
2326,0.030321,39.476,103.64
2327,0.030508,39.476,103.64
2328,0.030695,39.476,103.99
2329,0.030883,39.476,104.12
2330,0.03107,39.476,103.94
2331,0.031257,39.476,103.94
2332,0.031444,39.475,103.94
2333,0.031632,39.475,104.47
2334,0.03182,39.475,104.43
2335,0.032008,39.475,104.25
2336,0.032196,39.475,104.67
2337,0.03239,39.475,104.7
2338,0.032577,39.475,104.55
2339,0.032765,39.475,105.08
2340,0.032951,39.475,104.92
2341,0.033139,39.475,105
2342,0.033327,39.475,105.38
2343,0.033515,39.475,105.16
2344,0.033702,39.475,105.51
2345,0.033889,39.475,105.67
2346,0.034077,39.475,105.46
2347,0.034266,39.475,105.61
2348,0.034455,39.475,105.91
2349,0.034644,39.475,105.76
2350,0.034832,39.475,105.76
2351,0.035022,39.475,106.03
2352,0.035209,39.475,106.29
2353,0.035397,39.475,106.07
2354,0.035587,39.475,106.07
2355,0.035773,39.475,106.33
2356,0.035962,39.474,106.58
2357,0.036151,39.474,106.37
2358,0.036338,39.474,106.52
2359,0.036525,39.474,106.9
2360,0.036715,39.474,106.74
2361,0.036903,39.474,106.67
2362,0.037093,39.474,107.16
2363,0.037283,39.474,107.09
2364,0.037473,39.474,106.98
2365,0.037659,39.474,107.33
2366,0.037852,39.474,107.51
2367,0.038044,39.474,107.39
2368,0.03824,39.474,107.28
2369,0.038435,39.474,107.63
2370,0.038626,39.474,107.77
2371,0.038822,39.474,107.58
2372,0.039017,39.474,107.13
2373,0.039212,39.474,107.51
2374,0.039407,39.474,108.49
2375,0.039602,39.474,107.89
2376,0.039798,39.474,108.04
2377,0.039994,39.474,108.34
2378,0.040189,39.474,108.19
2379,0.040385,39.474,108.46
2380,0.04058,39.474,108.7
2381,0.040776,39.474,108.49
2382,0.040971,39.474,108.76
2383,0.041167,39.474,109.02
2384,0.041363,39.474,108.86
2385,0.041558,39.474,109.15
2386,0.041754,39.474,109.21
2387,0.041949,39.474,109.1
2388,0.042145,39.474,109.58
2389,0.04234,39.474,109.59
2390,0.042535,39.474,109.4
2391,0.042731,39.474,109.4
2392,0.042926,39.474,109.89
2393,0.043122,39.474,109.86
2394,0.043318,39.474,109.86
2395,0.043513,39.474,110.19
2396,0.043708,39.474,110.01
2397,0.043904,39.474,110.16
2398,0.0441,39.474,110.54
2399,0.044295,39.474,110.5
2400,0.044491,39.474,110.31
2401,0.044686,39.474,110.58
2402,0.044882,39.474,110.85
2403,0.045077,39.474,110.83
2404,0.045273,39.474,110.97
2405,0.045468,39.474,111.15
2406,0.045664,39.474,111.07
2407,0.045859,39.474,111.4
2408,0.046055,39.474,111.45
2409,0.04625,39.474,111.29
2410,0.046446,39.474,111.76
2411,0.046642,39.474,111.7
2412,0.046837,39.474,112.05
2413,0.047033,39.474,112.01
2414,0.047229,39.474,111.83
2415,0.047424,39.474,112.36
2416,0.04762,39.474,112.34
2417,0.047815,39.474,112.14
2418,0.048011,39.474,112.56
2419,0.048207,39.474,112.67
2420,0.048402,39.474,112.5
2421,0.048598,39.474,112.7
2422,0.048793,39.474,112.97
2423,0.048989,39.474,112.97
2424,0.049184,39.474,112.81
2425,0.04938,39.474,113.1
2426,0.049576,39.474,113.23
2427,0.049771,39.474,113.05
2428,0.049967,39.474,113.2
2429,0.050162,39.474,113.58
2430,0.050358,39.474,113.35
2431,0.05049,39.474,113.35
2432,0.050527,39.474,113.83
2433,0.050699,39.474,113.77
2434,0.050894,39.474,113.65
2435,0.05109,39.474,114.01
2436,0.051285,39.474,114.11
2437,0.05148,39.474,113.96
2438,0.051676,39.474,114.41
2439,0.051871,39.474,114.26
2440,0.052066,39.474,114.61
2441,0.052261,39.474,114.63
2442,0.052456,39.474,114.56
2443,0.052652,39.474,115.09
2444,0.052847,39.474,115.02
2445,0.053042,39.474,114.87
2446,0.053238,39.474,115.4
2447,0.053433,39.474,115.24
2448,0.053629,39.474,115.17
2449,0.053824,39.474,115.6
2450,0.054019,39.474,115.63
2451,0.054215,39.474,115.47
2452,0.05441,39.474,115.47
2453,0.054606,39.474,115.96
2454,0.054801,39.474,115.98
2455,0.054997,39.474,115.78
2456,0.055192,39.474,115.78
2457,0.055388,39.474,116.31
2458,0.055583,39.474,116.15
2459,0.055778,39.474,116.08
2460,0.055974,39.474,116.08
2461,0.056169,39.474,116.43
2462,0.056365,39.474,116.57
2463,0.056561,39.474,116.38
2464,0.056756,39.474,116.65
2465,0.056951,39.474,116.8
2466,0.057147,39.474,116.69
2467,0.057342,39.474,117.17
2468,0.057538,39.474,116.99
2468,0.057733,39.474,117.47
2469,0.057929,39.474,117.41
2470,0.058124,39.474,117.72
2471,0.058319,39.474,117.75
2472,0.058515,39.474,117.6
2473,0.05871,39.474,118.08
2474,0.058905,39.474,118.08
2475,0.059101,39.474,117.92
2476,0.059296,39.474,117.39
2477,0.059491,39.474,118.54
2478,0.059686,39.474,118.21
2479,0.059882,39.474,118.21
2480,0.060077,39.474,118.47
2481,0.060272,39.474,118.74
2482,0.060468,39.474,118.62
2483,0.060664,39.474,118.51
2484,0.060859,39.474,118.93
2485,0.061054,39.474,118.86
2486,0.06125,39.474,119.04
2487,0.061445,39.474,118.93
2488,0.061641,39.474,119.08
2489,0.061836,39.474,119.34
2490,0.062031,39.474,119.18
2491,0.062226,39.474,119.54
2492,0.062422,39.474,119.53
2493,0.062617,39.474,119.68
2494,0.062813,39.474,119.87
2495,0.063008,39.474,119.72
2496,0.063204,39.474,120.23
2497,0.063399,39.474,120.03
2498,0.063594,39.474,120.45
2499,0.06379,39.474,120.33
2500,0.063985,39.474,120.68
2501,0.064181,39.474,120.86
2502,0.064376,39.474,120.78
2503,0.064571,39.474,120.63
2504,0.064767,39.474,120.99
2505,0.064963,39.474,121.14
2506,0.065158,39.474,120.94
2507,0.065353,39.474,120.94
2508,0.065549,39.474,121.36
2509,0.065744,39.474,121.47
2510,0.06594,39.474,121.39
2511,0.066135,39.474,121.24
2512,0.06633,39.474,121.72
2513,0.066526,39.474,121.73
2514,0.066721,39.474,121.54
2515,0.066916,39.474,122.05
2516,0.067112,39.474,121.91
2517,0.067307,39.474,122.33
2518,0.067503,39.474,122.26
2519,0.067698,39.474,122.58
2520,0.067894,39.474,122.64
2521,0.068089,39.474,122.45
2522,0.068284,39.474,122.91
2523,0.06848,39.474,122.76
2524,0.068675,39.474,122.76
2525,0.068871,39.474,123.11
2526,0.069066,39.474,123.24
2527,0.069261,39.474,123.06
2528,0.069457,39.474,123.06
2529,0.069652,39.474,123.06
2530,0.069847,39.474,123.41
2531,0.070043,39.474,123.59
2532,0.070238,39.474,123.43
2533,0.070433,39.474,123.36
2534,0.070629,39.474,123.79
2535,0.070824,39.474,123.67
2536,0.071019,39.474,124.02
2537,0.071214,39.474,124.04
2538,0.07141,39.474,124.24
2539,0.071606,39.474,124.39
2540,0.071801,39.474,124.7
2541,0.071996,39.474,124.63
2542,0.072191,39.474,125.42
2543,0.072387,39.474,125
2544,0.072582,39.474,125.31
2545,0.072777,39.474,125.19
2546,0.072973,39.474,125.54
2547,0.073168,39.474,125.55
2548,0.073363,39.474,125.75
2549,0.073558,39.474,126
2550,0.073754,39.474,125.79
2551,0.073949,39.474,126.15
2552,0.074145,39.474,126.32
2553,0.07434,39.474,126.16
2554,0.074536,39.474,126.1
2555,0.074731,39.474,126.52
2556,0.074926,39.474,126.55
2557,0.075122,39.474,126.4
2558,0.075317,39.474,126.82
2559,0.075512,39.475,126.7
2560,0.075708,39.475,127.13
2561,0.075903,39.475,127.01
2562,0.076099,39.475,127.54
2563,0.076294,39.475,127.37
2564,0.076489,39.475,127.76
2565,0.076684,39.475,127.61
2566,0.07688,39.475,128.04
2567,0.077075,39.475,128.1
2568,0.07727,39.475,127.92
2569,0.077466,39.475,128.07
2570,0.077661,39.475,128.45
2571,0.077857,39.475,128.22
2572,0.078052,39.475,128.57
2573,0.078247,39.475,128.71
2574,0.078443,39.475,128.52
2575,0.078638,39.475,129.05
2576,0.078834,39.475,128.98
2577,0.079029,39.475,129.25
2578,0.079224,39.475,129.31
2579,0.07942,39.475,129.48
2580,0.079615,39.475,129.64
2581,0.079811,39.475,129.38
2582,0.080006,39.475,129.03
2583,0.080202,39.475,129.51
2584,0.080397,39.475,130.39
2585,0.080593,39.475,130.27
2586,0.080788,39.475,130.04
2587,0.080984,39.475,130.51
2588,0.081179,39.475,130.19
2589,0.081375,39.475,141.92
2590,0.08157,39.475,142.15
2591,0.081766,39.475,142.22
2592,0.081961,39.475,142.54
2593,0.082157,39.475,142.67
2594,0.082351,39.475,143.01
2595,0.082547,39.475,142.83
2596,0.082742,39.475,143.24
2597,0.082938,39.475,143.13
2598,0.083133,39.475,143.51
2599,0.083328,39.475,143.58
2600,0.083524,39.475,143.8
2601,0.083719,39.475,143.73
2602,0.083914,39.475,144.06
2603,0.08411,39.475,144.04
2604,0.084305,39.475,144.38
2605,0.0845,39.475,144.34
2606,0.084696,39.475,144.64
2607,0.084891,39.475,144.64
2608,0.085087,39.475,144.24
2609,0.085282,39.475,144.75
2610,0.085478,39.475,145.1
2611,0.085673,39.475,145.25
2612,0.085869,39.475,145.49
2613,0.086064,39.475,145.55
2614,0.086259,39.475,145.88
2615,0.086454,39.475,146.01
2616,0.08665,39.475,146.16
2617,0.086845,39.475,146.4
2618,0.087041,39.475,146.46
2619,0.087236,39.475,146.79
2620,0.087431,39.475,147.11
2621,0.087626,39.475,147.22
2622,0.087822,39.475,147.44
2623,0.088017,39.475,147.68
2624,0.088213,39.475,147.68
2625,0.088408,39.475,148.06
2626,0.088604,39.475,148.13
2627,0.088799,39.475,148.35
2628,0.088995,39.475,148.59
2629,0.08919,39.475,148.59
2630,0.089386,39.475,148.97
2631,0.089581,39.475,149.04
2632,0.089776,39.475,149.37
2633,0.089972,39.475,149.19
2634,0.090167,39.475,149.52
2635,0.090363,39.475,149.65
2636,0.090558,39.475,149.8
2637,0.090753,39.475,150.17
2638,0.090949,39.475,150.41
2639,0.091144,39.475,150.41
2640,0.09134,39.475,150.77
2641,0.091535,39.475,151.05
2642,0.091731,39.475,151.28
2643,0.091926,39.475,151.32
2644,0.092122,39.475,151.69
2645,0.092317,39.475,151.77
2646,0.092512,39.475,151.99
2647,0.092707,39.475,152.22
2648,0.092903,39.475,152.22
2649,0.093098,39.475,152.49
2650,0.093294,39.475,152.53
2651,0.093489,39.475,152.68
2652,0.093685,39.475,152.9
2653,0.09388,39.475,153.13
2654,0.094075,39.475,153.13
2655,0.094271,39.475,153.51
2656,0.094466,39.475,153.59
2657,0.094661,39.475,153.81
2658,0.094856,39.475,154.12
2659,0.095051,39.475,154.31
2660,0.095247,39.475,154.35
2661,0.095442,39.475,154.72
2662,0.095637,39.475,154.89
2663,0.095833,39.475,154.95
2664,0.096028,39.475,155.28
2665,0.096224,39.475,155.54
2666,0.096419,39.475,155.71
2667,0.096614,39.475,155.86
2668,0.09681,39.475,156.28
2669,0.097004,39.475,156.55
2670,0.0972,39.475,156.81
2671,0.097395,39.475,157.01
2672,0.097591,39.475,157.23
2673,0.097786,39.475,157.44
2674,0.097982,39.475,157.76
2675,0.098177,39.475,157.96
2676,0.098372,39.475,158.22
2677,0.098568,39.475,158.29
2678,0.098763,39.475,158.71
2679,0.098959,39.475,158.97
2680,0.099154,39.475,159.05
2681,0.099349,39.475,159.26
2682,0.099545,39.475,159.48
2683,0.09974,39.475,159.77
2684,0.099935,39.475,159.81
2685,0.10013,39.475,160.22
2686,0.10033,39.475,160.35
2687,0.10052,39.475,160.71
2688,0.10072,39.475,160.71
2689,0.10091,39.475,161.04
2690,0.10111,39.475,161.3
2691,0.1013,39.475,161.56
2692,0.1015,39.475,161.93
2693,0.10169,39.475,162.08
2694,0.10189,39.475,162.3
2695,0.10208,39.475,162.6
2696,0.10228,39.475,162.88
2697,0.10247,39.475,163.08
2698,0.10267,39.475,163.34
2699,0.10287,39.475,163.68
2700,0.10306,39.475,164.05
2701,0.10326,39.475,164.25
2702,0.10345,39.475,164.51
2703,0.10365,39.475,164.81
2704,0.10384,39.475,165.15
2705,0.10404,39.475,165.33
2706,0.10423,39.475,165.68
2707,0.10443,39.476,165.89
2708,0.10462,39.476,166.25
2709,0.10482,39.476,166.51
2710,0.10501,39.476,166.71
2711,0.10521,39.476,167.08
2712,0.1054,39.476,167.35
2713,0.1056,39.476,167.54
2714,0.10579,39.476,167.26
2715,0.10599,39.476,167.33
2716,0.10619,39.476,168.32
2717,0.10638,39.476,168.66
2718,0.10658,39.476,168.97
2719,0.10677,39.476,169.23
2720,0.10697,39.476,169.57
2721,0.10716,39.476,169.93
2722,0.10736,39.476,170.14
2723,0.10755,39.476,170.4
2724,0.10775,39.476,170.76
2725,0.10794,39.476,170.99
2726,0.10814,39.476,171.02
2727,0.10833,39.476,171.35
2728,0.10853,39.476,171.71
2729,0.10872,39.476,171.91
2730,0.10892,39.476,172.17
2731,0.10911,39.476,172.54
2732,0.10931,39.476,172.88
2733,0.10951,39.476,173.08
2734,0.1097,39.476,173.45
2735,0.1099,39.476,173.64
2736,0.11009,39.476,174.02
2737,0.11029,39.476,174.25
2738,0.11048,39.476,174.51
2739,0.11068,39.476,174.86
2740,0.11087,39.476,175.23
2741,0.11107,39.476,175.42
2742,0.11126,39.476,175.72
2743,0.11146,39.476,175.94
2744,0.11166,39.476,176.37
2745,0.11185,39.476,176.55
2746,0.11205,39.476,176.85
2747,0.11224,39.476,177.11
2748,0.11244,39.476,177.46
2749,0.11263,39.476,177.76
2750,0.11283,39.476,178.02
2751,0.11302,39.476,178.37
2752,0.11322,39.476,178.72
2753,0.11341,39.476,178.93
2754,0.11361,39.476,179.19
2755,0.1138,39.476,179.59
2756,0.114,39.476,179.8
2757,0.11419,39.476,180.1
2758,0.11439,39.476,180.36
2759,0.11459,39.476,180.71
2760,0.11478,39.476,181.07
2761,0.11498,39.476,181.37
2762,0.11517,39.476,181.62
2763,0.11537,39.476,181.96
2764,0.11556,39.476,182.22
2765,0.11576,39.476,182.58
2766,0.11595,39.476,182.78
2767,0.11614,39.476,183.04
2768,0.11634,39.476,183.15
2769,0.11653,39.476,183.52
2770,0.11673,39.476,183.74
2771,0.11692,39.476,184.08
2772,0.11712,39.476,184.56
2773,0.11731,39.476,184.91
2774,0.11751,39.476,185.25
2775,0.1177,39.476,185.6
2776,0.1179,39.476,185.95
2777,0.1181,39.476,186.37
2778,0.11829,39.476,186.75
2779,0.11849,39.476,186.94
2780,0.11868,39.476,187.44
2781,0.11888,39.476,187.72
2782,0.11907,39.476,188.19
2783,0.11927,39.476,188.55
2784,0.11946,39.476,189.13
2785,0.11966,39.476,189.56
2786,0.11985,39.476,189.82
2787,0.12005,39.476,189.98
2788,0.12024,39.476,190.32
2789,0.12044,39.476,190.73
2790,0.12064,39.476,190.93
2791,0.12083,39.476,191.42
2792,0.12102,39.476,191.72
2793,0.12122,39.476,191.97
2794,0.12142,39.476,192.44
2795,0.12161,39.476,192.79
2796,0.12181,39.476,193.18
2797,0.122,39.476,193.54
2798,0.1222,39.476,193.79
2799,0.12239,39.476,194.26
2800,0.12259,39.476,194.57
2801,0.12278,39.476,194.91
2802,0.12298,39.476,195.4
2803,0.12317,39.476,195.82
2804,0.12337,39.476,196.34
2805,0.12356,39.476,196.49
2806,0.12376,39.476,196.86
2807,0.12395,39.476,197.29
2808,0.12415,39.476,197.64
2809,0.12434,39.476,198.09
2810,0.12454,39.476,198.57
2811,0.12473,39.476,199
2812,0.12493,39.476,199.48
2813,0.12512,39.476,199.76
2814,0.12532,39.476,200.28
2815,0.12552,39.476,200.63
2816,0.12571,39.476,200.98
2817,0.12591,39.476,201.6
2818,0.1261,39.476,201.89
2819,0.1263,39.476,202.41
2820,0.12649,39.476,202.86
2821,0.12669,39.476,203.75
2822,0.12688,39.476,203.68
2823,0.12708,39.476,204.06
2824,0.12727,39.476,204.36
2825,0.12747,39.476,204.83
2826,0.12766,39.476,205.29
2827,0.12786,39.476,205.81
2828,0.12802,39.476,206.18
2829,0.12802,39.476,206.48
2830,0.12803,39.476,207.12
2831,0.12803,39.476,207.6
2832,0.12803,39.476,207.91
2833,0.12803,39.476,208.57
2834,0.12804,39.475,208.82
2835,0.12804,39.475,209.25
2836,0.12804,39.475,209.76
2837,0.12804,39.475,210.22
2838,0.12805,39.475,210.67
2839,0.12805,39.475,211.23
2840,0.12805,39.475,211.77
2841,0.12806,39.474,212.28
2842,0.12806,39.474,212.64
2843,0.12806,39.474,213.1
2844,0.12806,39.474,213.66
2845,0.12807,39.474,214.1
2846,0.12807,39.474,214.64
2847,0.12807,39.473,215.18
2848,0.12824,39.473,215.67
2849,0.12843,39.473,216.25
2850,0.12863,39.473,216.69
2851,0.12882,39.473,217.04
2852,0.12902,39.473,217.75
2853,0.12921,39.473,218.17
2854,0.1294,39.473,218.67
2855,0.1296,39.473,219.2
2856,0.1298,39.473,219.79
2857,0.12999,39.473,220.4
2858,0.13018,39.473,220.69
2859,0.13038,39.473,221.31
2860,0.13058,39.473,221.78
2861,0.13077,39.473,222.25
2862,0.13096,39.473,222.89
2863,0.13115,39.473,223.44
2864,0.13135,39.473,224.09
2865,0.13154,39.473,224.47
2866,0.13174,39.473,224.96
2867,0.13193,39.473,225.62
2868,0.13212,39.473,226.17
2869,0.13231,39.473,226.66
2870,0.13251,39.473,227.34
2871,0.1327,39.473,228
2872,0.13289,39.473,228.33
2873,0.13309,39.473,228.83
2874,0.13328,39.473,229.46
2875,0.13347,39.473,230.1
2876,0.13366,39.473,230.57
2877,0.13385,39.473,231.1
2878,0.13404,39.473,231.63
2879,0.13423,39.473,232.22
2880,0.13442,39.473,232.83
2881,0.13461,39.473,233.3
2882,0.13481,39.473,233.94
2883,0.135,39.473,234.51
2884,0.13519,39.473,235.22
2885,0.13538,39.473,235.86
2886,0.13557,39.473,236.33
2887,0.13576,39.473,236.86
2888,0.13596,39.473,237.48
2889,0.13615,39.473,238.14
2890,0.13634,39.473,238.53
2891,0.13653,39.473,239.23
2892,0.13672,39.473,239.91
2893,0.13691,39.473,240.42
2894,0.1371,39.473,241.05
2895,0.13729,39.472,241.73
2896,0.13748,39.472,242.23
2897,0.13767,39.472,242.87
2898,0.13786,39.472,243.46
2899,0.13806,39.472,244.06
2900,0.13824,39.472,244.87
2901,0.13844,39.472,245.27
2902,0.13863,39.472,245.94
2903,0.13882,39.472,246.49
2904,0.13901,39.472,247.15
2905,0.1392,39.472,247.72
2906,0.13938,39.472,248.4
2907,0.13958,39.472,248.91
2908,0.13977,39.472,249.61
2909,0.13997,39.472,250.18
2910,0.14016,39.472,250.82
2911,0.14035,39.472,251.68
2912,0.14054,39.472,252.27
2913,0.14073,39.472,252.88
2914,0.14093,39.472,253.56
2915,0.14112,39.472,254.11
2916,0.14131,39.472,254.56
2917,0.1415,39.472,255.1
2918,0.14169,39.472,255.94
2919,0.14188,39.472,256.31
2920,0.14207,39.472,257.06
2921,0.14227,39.472,257.49
2922,0.14246,39.472,258.28
2923,0.14265,39.472,258.84
2924,0.14284,39.472,260.02
2925,0.14304,39.472,260.44
2926,0.14323,39.472,261
2927,0.14342,39.472,261.67
2928,0.14361,39.471,262.52
2929,0.1438,39.471,263.01
2930,0.14399,39.471,263.66
2931,0.14418,39.471,264.43
2932,0.14437,39.471,264.72
2933,0.14456,39.471,265.64
2934,0.14476,39.471,266.3
2935,0.14495,39.471,267.08
2936,0.14514,39.471,267.56
2937,0.14533,39.471,268.27
2938,0.14552,39.471,268.95
2939,0.14571,39.471,269.57
2940,0.1459,39.471,270.44
2941,0.1461,39.471,270.83
2942,0.14629,39.471,271.65
2943,0.14648,39.471,272
2944,0.14667,39.471,273
2945,0.14686,39.471,273.58
2946,0.14705,39.471,274.59
2947,0.14724,39.471,274.96
2948,0.14743,39.471,274.27
2949,0.14763,39.471,340.69
2950,0.14781,39.471,341.84
2951,0.148,39.471,343
2952,0.14819,39.471,344.45
2953,0.14839,39.471,345.89
2954,0.14858,39.471,347.13
2955,0.14877,39.471,348.44
2956,0.14896,39.471,349.82
2957,0.14912,39.471,351.09
2958,0.14917,39.47,352.31
2959,0.14922,39.47,353.76
2960,0.14926,39.47,355.2
2961,0.1493,39.47,356.44
2962,0.14932,39.47,357.79
2963,0.14933,39.47,359.22
2964,0.14935,39.469,360.45
2965,0.14936,39.469,361.69
2966,0.14938,39.469,363.24
2967,0.14939,39.469,364.75
2968,0.14942,39.469,366.15
2969,0.14945,39.469,367.49
2970,0.14948,39.469,368.78
2971,0.14951,39.468,370.11
2972,0.14954,39.468,371.52
2973,0.14957,39.468,372.81
2974,0.1496,39.468,374.28
2975,0.14963,39.468,375.88
2976,0.14966,39.468,377.36
2977,0.14969,39.468,378.91
